Crop Type,Crop Season,Farm Size (acres),Soil Type,Region,Labor Cost Per Day,Labor Availability,Water Availability,Pesticide Type,Fertilizer Type,Fertilizers Used,Land Preparation,Seeds,Fertilizers,Pesticides,Irrigation,Labor,Machinery,Transportation,Miscellaneous,Total Cost
Cauliflower,Rainy,7.47,Loam,Rajasthan,408,Low,Moderate,Chemical,Ammonium Sulfate,"Calcium Nitrate, Bio-fertilizers",26138,17540,27221,14940,22582,36573,27646,11003,4968,188611
Cauliflower,Pre-Kharif,8.97,Peat,Andhra Pradesh,518,High,Moderate,Chemical,Vermicompost,Gypsum,30005,19573,41531,17940,23681,65050,27054,9185,6494,240513
Peas,Winter,9.72,Clay,Haryana,516,High,High,Chemical,Potash,Zinc Sulphate,33660,20538,39405,19440,36168,55171,34885,10167,6231,255665
Broccoli,Transitional,1.84,Peat,Kerala,554,High,Low,Chemical,Vermicompost,"DAP, Urea, Gypsum, Vermicompost",7314,3376,6755,3680,5145,10194,5590,2622,1671,46347
Okra,Summer,1.69,Peat,Maharashtra,338,Moderate,High,Chemical,Compost,"Phosphate, Bone Meal",6119,3314,8055,3380,5136,8568,5511,2030,908,43021
Broccoli,Summer,5.36,Clay,Uttar Pradesh,381,Low,High,Organic,Vermicompost,"Green Manure, Zinc Sulphate, Potash, Compost",19055,11701,26318,6432,18111,20422,13770,6025,3291,125125
Chili,Dry,3.23,Silt,Andhra Pradesh,303,Low,Moderate,Organic,Urea,Ammonium Sulphate,9690,6192,14622,3876,12833,11744,9742,3756,2061,74516
Beetroot,Rainy,4.49,Loam,Karnataka,527,High,Low,Organic,Urea,"Compost, Vermicompost, Calcium Nitrate, NPK",16317,10457,20052,5388,17830,33127,10183,5222,4301,122877
Onion,Zaid,9.31,Silt,Andhra Pradesh,415,Moderate,Low,Organic,Urea,"NPK, Potash",24690,20408,41616,11172,28060,57955,27828,13714,6182,231625
Ginger,Summer,2.72,Clay,Uttar Pradesh,425,Low,High,Organic,Urea,Zinc Sulphate,10244,5535,13051,3264,9041,11560,5690,2576,2320,63281
Zucchini,Autumn,8.95,Clay,Kerala,258,Low,Moderate,Organic,Compost,"Urea, Bone Meal, DAP, Phosphate",32605,20800,33894,10740,30636,32327,20997,8359,8825,199183
Radish,Harvest,7.95,Peat,Rajasthan,563,High,High,Organic,NPK,"DAP, Urea, Green Manure, Ammonium Sulphate",26044,17856,38279,9540,29431,67138,18253,6710,6662,219913
Ginger,Rainy,9.08,Silt,Maharashtra,429,Moderate,Moderate,Organic,Ammonium Sulfate,"Zinc Sulphate, NPK",28956,14183,43248,10896,30191,42849,23372,7636,8989,210320
Beetroot,Pre-Kharif,4.69,Sandy,Uttar Pradesh,519,Moderate,High,Chemical,Urea,"Lime, Urea",16063,10815,18202,9380,17864,36512,12222,4643,3255,128956
Ginger,Dry,6.98,Clay,West Bengal,470,High,Low,Organic,DAP,"Calcium Nitrate, Potash",22713,12396,27983,8376,20689,45928,22224,6010,5940,172259
Beetroot,Transitional,2.48,Clay,Maharashtra,251,Low,Moderate,Organic,Urea,"NPK, Ammonium Sulphate, Compost",7619,5711,10976,2976,7219,9337,8504,2430,1585,56357
Potato,Winter,7.85,Peat,Rajasthan,445,Low,High,Organic,Potash,Compost,28927,13321,38881,9420,24461,38426,28817,6319,5110,193682
Cauliflower,Zaid,9.31,Silt,Andhra Pradesh,415,Moderate,Low,Organic,Compost,"NPK, Potash",24690,20408,41616,11172,28060,57955,27828,13714,6182,231625
Cabbage,Rainy,7.47,Loam,Rajasthan,408,Low,Moderate,Chemical,Vermicompost,"Calcium Nitrate, Bio-fertilizers",26138,17540,27221,14940,22582,36573,27646,11003,4968,188611
Radish,Kharif,5.9,Loam,West Bengal,263,High,Low,Chemical,Compost,Vermicompost,18467,13776,28025,11800,18721,18620,17735,7688,5198,140030
Zucchini,Late Kharif,5.97,Clay,Punjab,432,Moderate,Low,Chemical,Compost,"Ammonium Sulphate, Urea, Bio-fertilizers, Phosphate",18507,11737,26167,11940,22089,30948,16465,5994,3534,147381
Carrot,Zaid,9.31,Silt,Andhra Pradesh,415,Moderate,Low,Organic,Compost,"NPK, Potash",24690,20408,41616,11172,28060,57955,27828,13714,6182,231625
Cauliflower,Spring,1.76,Sandy,Andhra Pradesh,530,Moderate,Low,Organic,Urea,"Phosphate, Zinc Sulphate, Green Manure",4995,3242,6934,2112,6755,9328,6700,1702,1538,43306
Chili,Zaid,9.31,Silt,Andhra Pradesh,415,Moderate,Low,Organic,NPK,"NPK, Potash",24690,20408,41616,11172,28060,57955,27828,13714,6182,231625
Onion,Winter,1.77,Loam,West Bengal,467,Low,Moderate,Chemical,Urea,"Bio-fertilizers, Zinc Sulphate",4551,3092,7259,3540,4954,9919,3802,2370,1005,40492
Beetroot,Autumn,9.83,Loam,Tamil Nadu,536,High,High,Chemical,Ammonium Sulfate,"Ammonium Sulphate, Vermicompost",30217,15138,46289,19660,26816,52689,26570,10439,8631,236449
Potato,Transitional,6.07,Loam,Punjab,510,Low,High,Chemical,NPK,"Gypsum, Compost, Vermicompost, DAP",16765,14313,23849,12140,23430,30957,17105,8893,4941,152393
Brinjal,Rainy,6.81,Clay,Andhra Pradesh,287,Moderate,High,Chemical,Ammonium Sulfate,"Lime, Gypsum, Urea",25510,13252,30284,13620,18864,29317,20260,9691,4229,165027
Cabbage,Dry,3.48,Loam,Kerala,327,High,Moderate,Chemical,Ammonium Sulfate,"Calcium Nitrate, NPK, Gypsum",10750,5805,12779,6960,12382,11380,9532,4374,3222,77184
Pumpkin,Spring,6.9,Loam,Punjab,269,Moderate,High,Organic,Potash,DAP,26213,11778,24868,8280,18851,27842,25758,7549,5210,156349
Beetroot,Harvest,7.26,Peat,Haryana,492,High,High,Chemical,Vermicompost,"DAP, Zinc Sulphate",18767,11035,32263,14520,26354,42863,19936,8197,6839,180774
Okra,Winter,3.89,Peat,Gujarat,491,High,High,Chemical,Potash,"Compost, Bio-fertilizers",13938,7943,18011,7780,10993,26740,11810,4365,3073,104653
Radish,Autumn,3.26,Loam,Odisha,512,Low,High,Organic,Vermicompost,Potash,11084,7133,12082,3912,9979,16691,10031,4567,1842,77321
Cauliflower,Monsoon,3.27,Clay,West Bengal,493,High,Moderate,Organic,Potash,Bone Meal,11641,6099,12504,3924,9146,17733,7093,4539,1975,74654
Onion,Pre-Kharif,5.12,Sandy,Kerala,448,Low,High,Chemical,Ammonium Sulfate,"DAP, Compost",16558,7885,24899,10240,14367,27525,13804,6415,3855,125548
Onion,Pre-Kharif,4.79,Peat,Punjab,318,Moderate,High,Organic,DAP,Potash,13776,10476,21119,5748,17675,15232,14490,4196,3492,106204
Okra,Transitional,8.72,Loam,Karnataka,487,Low,High,Chemical,Ammonium Sulfate,"Bio-fertilizers, Lime, Compost, Bone Meal",29683,17675,39999,17440,23047,59453,32351,9601,7072,236321
Carrot,Late Kharif,9.41,Peat,Madhya Pradesh,482,Moderate,High,Chemical,Urea,"NPK, Lime",33547,19874,37838,18820,27298,49892,36238,12299,6098,241904
Onion,Rabi,6.5,Clay,Kerala,579,Moderate,High,Chemical,Ammonium Sulfate,"Compost, Gypsum, NPK, Potash",22724,15886,22796,13000,18044,56452,19832,6591,4706,180031
Spinach,Pre-Kharif,5.28,Peat,Gujarat,533,Moderate,Moderate,Chemical,NPK,"Vermicompost, Green Manure, Lime",19974,12888,21875,10560,14562,30957,13823,5518,4155,134312
Cabbage,Monsoon,4.56,Sandy,Haryana,369,Moderate,Moderate,Organic,NPK,"Bone Meal, Zinc Sulphate, Potash, Vermicompost",11975,9612,19608,5472,16722,20192,15404,4957,4031,107973
Radish,Post-Rabi,1.33,Silt,West Bengal,295,Moderate,Moderate,Chemical,Potash,"Ammonium Sulphate, Bone Meal, Compost",5123,2951,5015,2660,5301,5493,4644,1725,991,33903
Ginger,Kharif,2.92,Silt,Rajasthan,360,Moderate,Moderate,Chemical,NPK,"Urea, Green Manure, Compost",10652,4666,13324,5840,8415,13666,6990,4196,2663,70412
Cauliflower,Transitional,7.64,Sandy,West Bengal,489,Moderate,Low,Organic,Urea,"Compost, DAP",28108,11567,34984,9168,26518,44832,15387,8450,5455,184469
Onion,Winter,5.06,Clay,Maharashtra,319,Low,Moderate,Organic,Potash,Lime,14659,11319,23418,6072,14492,16141,17062,4680,5035,112878
Cabbage,Autumn,4.76,Sandy,Kerala,281,High,High,Organic,NPK,Urea,14399,7516,18478,5712,12619,13376,11462,4555,3108,91225
Ginger,Dry,6.98,Clay,West Bengal,470,High,Low,Organic,Potash,"Calcium Nitrate, Potash",22713,12396,27983,8376,20689,45928,22224,6010,5940,172259
Tomato,Pre-Kharif,1.93,Clay,Tamil Nadu,594,High,Low,Organic,Vermicompost,"NPK, Ammonium Sulphate",6062,3443,7147,2316,6458,12611,6560,2384,1015,47996
Garlic,Rainy,4.99,Loam,West Bengal,280,Moderate,Moderate,Chemical,Ammonium Sulfate,Gypsum,17285,12226,23134,9980,19755,18164,13233,4376,3997,122150
Spinach,Summer,1.97,Sandy,Punjab,278,High,High,Chemical,DAP,"Green Manure, NPK",7588,4610,8323,3940,7519,6024,4261,1931,1946,46142
Tomato,Monsoon,3.39,Clay,Kerala,466,High,Low,Chemical,Urea,Compost,9489,6190,13329,6780,12811,17377,9573,4312,2183,82044
Capsicum,Rainy,4.14,Loam,Gujarat,366,High,Low,Organic,Potash,"Urea, Bone Meal, DAP, Vermicompost",10934,8052,14656,4968,12677,15152,13422,3929,2770,86560
Pumpkin,Monsoon,3.27,Clay,West Bengal,493,High,Moderate,Organic,Vermicompost,Bone Meal,11641,6099,12504,3924,9146,17733,7093,4539,1975,74654
Cauliflower,Autumn,5.2,Sandy,Kerala,430,High,High,Organic,Urea,"Ammonium Sulphate, NPK, Phosphate, Bio-fertilizers",18985,8570,19578,6240,19339,22360,12381,4560,4082,116095
Garlic,Pre-Kharif,6.76,Clay,Madhya Pradesh,328,Moderate,Low,Chemical,DAP,"Bone Meal, Lime",25985,16528,33313,13520,24356,33259,22619,9883,5793,185256
Cabbage,Spring,6.01,Clay,Gujarat,290,Low,Low,Organic,Vermicompost,"Calcium Nitrate, Zinc Sulphate, Urea",16876,13138,26552,7212,16816,19172,19809,7290,3432,130297
Spinach,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,Ammonium Sulfate,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Ginger,Autumn,1.37,Sandy,West Bengal,583,High,Low,Organic,NPK,Bone Meal,4702,2200,5727,1644,3733,8786,5113,1971,864,34740
Cauliflower,Zaid,8.4,Clay,Chhattisgarh,593,Low,Low,Chemical,Compost,"Phosphate, Green Manure, Gypsum",29358,20992,39220,16800,32869,59774,27023,9358,7442,242836
Capsicum,Transitional,6.97,Peat,Madhya Pradesh,496,Moderate,High,Organic,Urea,"Bio-fertilizers, Vermicompost, Lime",22590,10643,24904,8364,19279,41485,26082,7165,6768,167280
Ginger,Spring,7.05,Loam,Madhya Pradesh,338,High,Low,Organic,Ammonium Sulfate,"Green Manure, DAP",22976,10963,34171,8460,25669,35744,27347,8777,6846,180953
Spinach,Monsoon,4.56,Sandy,Haryana,369,Moderate,Moderate,Organic,Ammonium Sulfate,"Bone Meal, Zinc Sulphate, Potash, Vermicompost",11975,9612,19608,5472,16722,20192,15404,4957,4031,107973
Tomato,Autumn,9.83,Loam,Tamil Nadu,536,High,High,Chemical,Potash,"Ammonium Sulphate, Vermicompost",30217,15138,46289,19660,26816,52689,26570,10439,8631,236449
Garlic,Dry,3.12,Silt,Chhattisgarh,274,High,High,Chemical,NPK,"Compost, Phosphate",9628,7522,14848,6240,11865,9404,12078,4596,1666,77847
Zucchini,Monsoon,1.65,Sandy,Tamil Nadu,533,High,Low,Organic,NPK,NPK,4670,3340,6603,1980,4818,8794,3651,1330,1368,36554
Tomato,Rainy,8.66,Silt,West Bengal,551,High,Moderate,Organic,Vermicompost,"Lime, Green Manure",29583,17511,37645,10392,28916,57260,29158,7941,5161,223567
Cabbage,Summer,1.69,Peat,Maharashtra,338,Moderate,High,Chemical,Compost,"Phosphate, Bone Meal",6119,3314,8055,3380,5136,8568,5511,2030,908,43021
Broccoli,Dry,2.98,Silt,Tamil Nadu,507,Low,Low,Chemical,Potash,"Lime, Compost, Green Manure, Zinc Sulphate",9166,5593,13261,5960,9849,21152,10814,4190,2467,82452
Carrot,Rainy,4.44,Peat,Chhattisgarh,310,Moderate,High,Organic,Ammonium Sulfate,"Bone Meal, Vermicompost",12099,9786,16872,5328,11171,15140,16623,4871,3676,95566
Potato,Transitional,2.48,Clay,Maharashtra,251,Low,Moderate,Organic,NPK,"NPK, Ammonium Sulphate, Compost",7619,5711,10976,2976,7219,9337,8504,2430,1585,56357
Beetroot,Autumn,1.37,Sandy,West Bengal,583,High,Low,Organic,Ammonium Sulfate,Bone Meal,4702,2200,5727,1644,3733,8786,5113,1971,864,34740
Zucchini,Rainy,4.49,Loam,Karnataka,527,High,Low,Organic,Compost,"Compost, Vermicompost, Calcium Nitrate, NPK",16317,10457,20052,5388,17830,33127,10183,5222,4301,122877
Cabbage,Harvest,9.3,Peat,Karnataka,292,High,High,Organic,DAP,"Phosphate, Zinc Sulphate",31908,19670,40046,11160,35731,27156,21306,11523,5608,204108
Zucchini,Dry,6.44,Clay,West Bengal,589,High,Low,Chemical,Compost,"Phosphate, NPK, Green Manure, Gypsum",19050,12275,25296,12880,19584,37932,23384,8900,4849,164150
Brinjal,Dry,3.12,Silt,Chhattisgarh,274,High,High,Chemical,Potash,"Compost, Phosphate",9628,7522,14848,6240,11865,9404,12078,4596,1666,77847
Chili,Monsoon,4.89,Silt,Uttar Pradesh,597,Moderate,Low,Organic,DAP,"Potash, Bone Meal, Urea",18474,10988,21775,5868,17154,37951,16543,6753,4112,139618
Capsicum,Late Kharif,5.13,Loam,Bihar,586,Moderate,Low,Chemical,Ammonium Sulfate,DAP,19843,10937,25111,10260,19448,33068,15154,4566,4386,142773
Cabbage,Rabi,3.1,Clay,Tamil Nadu,276,Moderate,High,Organic,DAP,Urea,11185,5143,14731,3720,8720,12834,6315,3004,1968,67620
Carrot,Rabi,7.01,Peat,Kerala,590,High,Low,Organic,Potash,"Vermicompost, Urea",22053,10774,29056,8412,21065,49631,21801,8342,4732,175866
Capsicum,Autumn,6.69,Silt,Karnataka,366,Low,Moderate,Organic,DAP,"NPK, Bio-fertilizers",24385,10691,27496,8028,21863,34280,17889,10002,4215,158849
Zucchini,Rainy,5.94,Peat,Odisha,486,Low,High,Organic,Vermicompost,Compost,17968,13906,29569,7128,22911,31755,22786,5334,5120,156477
Tomato,Post-Rabi,8.15,Silt,Bihar,317,Moderate,Low,Chemical,Compost,"Zinc Sulphate, Phosphate",31809,17596,33635,16300,31899,25836,18378,9438,5037,189928
Spinach,Transitional,7.64,Sandy,West Bengal,489,Moderate,Low,Organic,DAP,"Compost, DAP",28108,11567,34984,9168,26518,44832,15387,8450,5455,184469
Peas,Post-Rabi,1.33,Silt,West Bengal,295,Moderate,Moderate,Chemical,NPK,"Ammonium Sulphate, Bone Meal, Compost",5123,2951,5015,2660,5301,5493,4644,1725,991,33903
Capsicum,Rainy,1.1,Clay,Karnataka,583,Low,High,Organic,Vermicompost,"NPK, Bio-fertilizers, Bone Meal, Vermicompost",3212,1997,5117,1320,2809,9620,4301,1382,924,30682
Carrot,Monsoon,2.34,Clay,Punjab,524,Moderate,Low,Organic,Potash,"Zinc Sulphate, Bone Meal, Green Manure, Bio-fertilizers",8431,3543,8515,2808,6582,17166,6112,2778,1975,57910
Potato,Late Kharif,9.41,Peat,Madhya Pradesh,482,Moderate,High,Chemical,DAP,"NPK, Lime",33547,19874,37838,18820,27298,49892,36238,12299,6098,241904
Carrot,Summer,5.36,Clay,Uttar Pradesh,381,Low,High,Organic,Urea,"Green Manure, Zinc Sulphate, Potash, Compost",19055,11701,26318,6432,18111,20422,13770,6025,3291,125125
Ginger,Post-Rabi,5.87,Peat,Maharashtra,440,Moderate,Moderate,Organic,Compost,"Lime, Compost",19301,13706,21126,7044,19682,28411,20457,6463,3199,139389
Beetroot,Kharif,1.91,Peat,Tamil Nadu,598,Low,Low,Chemical,Vermicompost,"Bio-fertilizers, DAP",4937,4550,8064,3820,6551,13706,4515,1912,1696,49751
Tomato,Rabi,6.06,Sandy,Gujarat,591,Low,Moderate,Organic,Vermicompost,"Zinc Sulphate, Gypsum, Bone Meal",15162,11653,28179,7272,17174,35815,16810,7054,4315,143434
Tomato,Winter,1.96,Clay,Kerala,498,Moderate,Low,Organic,DAP,Calcium Nitrate,5366,4108,7815,2352,7236,13665,5860,2450,1766,50618
Potato,Spring,5.73,Peat,Tamil Nadu,390,Moderate,Low,Chemical,Vermicompost,"Compost, Ammonium Sulphate, Potash, Zinc Sulphate",20605,13454,25115,11460,16623,33521,17780,5174,4773,148505
Broccoli,Zaid,3.72,Loam,Chhattisgarh,404,Low,Low,Organic,Vermicompost,"Bone Meal, NPK, Phosphate, DAP",12886,8221,17253,4464,9791,16532,7552,5520,3315,85534
Carrot,Late Kharif,5.06,Loam,Kerala,521,Moderate,Moderate,Organic,NPK,"Lime, Vermicompost",15438,10879,21166,6072,18742,34271,17336,4954,3967,132825
Onion,Pre-Kharif,6.76,Clay,Madhya Pradesh,328,Moderate,Low,Chemical,Vermicompost,"Bone Meal, Lime",25985,16528,33313,13520,24356,33259,22619,9883,5793,185256
Okra,Late Kharif,6.64,Sandy,Rajasthan,540,Moderate,Moderate,Chemical,Vermicompost,"Gypsum, Compost",20385,10219,25066,13280,18306,39442,25551,9575,4057,165881
Beetroot,Summer,5.36,Clay,Uttar Pradesh,381,Low,High,Organic,Compost,"Green Manure, Zinc Sulphate, Potash, Compost",19055,11701,26318,6432,18111,20422,13770,6025,3291,125125
Tomato,Autumn,5.33,Peat,Tamil Nadu,476,Low,Moderate,Organic,Urea,DAP,16805,12648,23207,6396,17147,30445,18735,7686,4184,137253
Radish,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,Vermicompost,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Beetroot,Rainy,9.02,Clay,Madhya Pradesh,536,Low,Moderate,Chemical,Vermicompost,Ammonium Sulphate,24679,15677,33383,18040,26429,67686,22794,10598,5412,224698
Lettuce,Post-Rabi,7.63,Sandy,Chhattisgarh,539,High,High,Organic,Vermicompost,"Compost, DAP, Calcium Nitrate, Vermicompost",28612,13978,27033,9156,20364,57576,15321,11071,4090,187201
Cabbage,Post-Rabi,1.33,Silt,West Bengal,295,Moderate,Moderate,Chemical,DAP,"Ammonium Sulphate, Bone Meal, Compost",5123,2951,5015,2660,5301,5493,4644,1725,991,33903
Okra,Spring,9.34,Silt,Chhattisgarh,373,Moderate,Moderate,Organic,Potash,Green Manure,30701,23201,38780,11208,31887,34838,30206,9508,6930,217259
Chili,Transitional,4.8,Sandy,Madhya Pradesh,569,Moderate,High,Organic,Compost,Urea,17381,7843,17822,5760,17693,27312,14150,5640,2587,116188
Ginger,Rabi,6.5,Clay,Kerala,579,Moderate,High,Chemical,Ammonium Sulfate,"Compost, Gypsum, NPK, Potash",22724,15886,22796,13000,18044,56452,19832,6591,4706,180031
Chili,Post-Rabi,2.98,Clay,Haryana,450,High,High,Chemical,Ammonium Sulfate,"NPK, Urea, Phosphate, DAP",9706,6383,14244,5960,11610,20115,11798,2420,2396,84632
Onion,Spring,1.14,Clay,Uttar Pradesh,420,Moderate,Moderate,Organic,Urea,"Calcium Nitrate, Phosphate",4508,2322,5200,1368,3378,7182,4220,1170,685,30033
Peas,Kharif,4.18,Sandy,Haryana,396,High,Low,Organic,NPK,"Potash, Green Manure, NPK",15570,6667,16043,5016,10500,23174,9514,4594,3586,94664
Ginger,Summer,1.69,Peat,Maharashtra,338,Moderate,High,Chemical,DAP,"Phosphate, Bone Meal",6119,3314,8055,3380,5136,8568,5511,2030,908,43021
Radish,Rainy,4.14,Loam,Gujarat,366,High,Low,Organic,Urea,"Urea, Bone Meal, DAP, Vermicompost",10934,8052,14656,4968,12677,15152,13422,3929,2770,86560
Tomato,Summer,1.34,Sandy,Kerala,444,Moderate,Low,Chemical,Compost,"Bone Meal, Gypsum, Green Manure, Vermicompost",4100,2518,5002,2680,5002,5950,3937,1357,1292,31838
Okra,Post-Rabi,9.78,Clay,Haryana,366,High,Moderate,Chemical,DAP,"Phosphate, Gypsum, DAP",29829,23531,36626,19560,29056,50113,19570,12381,5956,226622
Radish,Pre-Kharif,9.51,Sandy,Madhya Pradesh,268,Low,Moderate,Organic,Urea,"Ammonium Sulphate, Zinc Sulphate",30480,23271,41511,11412,32344,33133,21797,14018,6001,213967
Peas,Monsoon,5.22,Silt,Chhattisgarh,386,Moderate,Low,Chemical,Potash,Lime,14209,8054,22289,10440,15415,26194,19512,4928,4087,125128
Beetroot,Harvest,2.32,Loam,Bihar,482,High,High,Organic,NPK,Bio-fertilizers,6211,3719,9944,2784,7774,11182,7352,2793,2297,54056
Lettuce,Monsoon,4.67,Peat,Andhra Pradesh,370,Moderate,Moderate,Organic,NPK,"Zinc Sulphate, Bone Meal",18451,9718,20450,5604,13515,24191,13865,3974,3222,112990
Garlic,Autumn,1.55,Loam,Karnataka,343,Low,Low,Chemical,Compost,"Compost, Green Manure, Urea, Zinc Sulphate",5123,3515,6698,3100,5458,7975,5303,1536,919,39627
Brinjal,Kharif,4.71,Clay,Bihar,401,Low,High,Chemical,Ammonium Sulfate,"Green Manure, DAP",16857,7649,23145,9420,14163,24553,11902,5181,4178,117048
Cauliflower,Post-Rabi,6.28,Loam,Tamil Nadu,491,Moderate,Moderate,Chemical,Ammonium Sulfate,Bone Meal,24762,9646,22482,12560,18024,43169,19418,5250,5300,160611
Broccoli,Late Kharif,1.06,Loam,Tamil Nadu,272,Moderate,Low,Chemical,Ammonium Sulfate,"Bone Meal, Bio-fertilizers, Zinc Sulphate",3468,2462,4486,2120,3090,2883,2682,1317,644,23152
Chili,Zaid,8.77,Silt,Gujarat,400,High,Moderate,Organic,Potash,"Urea, Green Manure, Bio-fertilizers",33896,18549,39219,10524,23469,38588,27064,12629,7551,211489
Brinjal,Kharif,6.04,Loam,Haryana,408,Moderate,Moderate,Organic,NPK,NPK,15384,15021,25175,7248,22487,27108,18899,7767,3135,142224
Cauliflower,Transitional,8.72,Loam,Karnataka,487,Low,High,Chemical,Compost,"Bio-fertilizers, Lime, Compost, Bone Meal",29683,17675,39999,17440,23047,59453,32351,9601,7072,236321
Peas,Post-Rabi,2.06,Silt,Andhra Pradesh,511,High,High,Chemical,Potash,DAP,5768,4200,8061,4120,6328,15790,6538,2493,1320,54618
Onion,Harvest,1.62,Peat,Haryana,354,Moderate,High,Organic,NPK,"Green Manure, Lime, NPK, Bio-fertilizers",4188,3324,7792,1944,5237,7455,4837,2271,1458,38506
Pumpkin,Rainy,1.45,Silt,Madhya Pradesh,391,High,Moderate,Chemical,NPK,Green Manure,3988,3112,5513,2900,4894,8504,3726,1886,918,35441
Brinjal,Zaid,7.11,Sandy,Maharashtra,458,Low,High,Organic,Vermicompost,"Lime, Bone Meal, Calcium Nitrate",19652,16410,26819,8532,24487,48846,14256,8589,5269,172860
Tomato,Harvest,1.65,Loam,Chhattisgarh,318,High,High,Chemical,Vermicompost,"Potash, Zinc Sulphate, Gypsum",6107,2516,7361,3300,4470,6821,6389,1728,997,39689
Garlic,Pre-Kharif,9.51,Sandy,Madhya Pradesh,268,Low,Moderate,Organic,Potash,"Ammonium Sulphate, Zinc Sulphate",30480,23271,41511,11412,32344,33133,21797,14018,6001,213967
Tomato,Kharif,8.86,Silt,Kerala,401,Low,Moderate,Chemical,DAP,Vermicompost,26979,22035,36530,17720,24578,42634,31861,9507,8045,219889
Cabbage,Kharif,1.69,Peat,Chhattisgarh,268,Moderate,Low,Organic,Potash,DAP,6481,2772,7051,2028,4781,6794,6430,2506,908,39751
Carrot,Late Kharif,9.41,Peat,Madhya Pradesh,482,Moderate,High,Chemical,NPK,"NPK, Lime",33547,19874,37838,18820,27298,49892,36238,12299,6098,241904
Garlic,Zaid,8.05,Clay,Bihar,308,Low,Moderate,Organic,NPK,"Vermicompost, Phosphate",26251,14216,35122,9660,31009,37191,18483,8936,6512,187380
Onion,Winter,9.72,Clay,Haryana,516,High,High,Chemical,DAP,Zinc Sulphate,33660,20538,39405,19440,36168,55171,34885,10167,6231,255665
Broccoli,Rabi,7.01,Peat,Kerala,590,High,Low,Organic,NPK,"Vermicompost, Urea",22053,10774,29056,8412,21065,49631,21801,8342,4732,175866
Chili,Rainy,7.47,Loam,Rajasthan,408,Low,Moderate,Chemical,NPK,"Calcium Nitrate, Bio-fertilizers",26138,17540,27221,14940,22582,36573,27646,11003,4968,188611
Onion,Transitional,3.11,Sandy,Haryana,262,Moderate,High,Chemical,Ammonium Sulfate,Potash,10823,6214,11283,6220,11927,8148,9737,4562,2398,71312
Lettuce,Autumn,5.62,Loam,Rajasthan,293,Low,Moderate,Chemical,Vermicompost,"Ammonium Sulphate, Bio-fertilizers, DAP",14247,12375,27892,11240,21845,16467,18743,4951,4693,132453
Lettuce,Post-Rabi,2.06,Silt,Andhra Pradesh,511,High,High,Chemical,DAP,DAP,5768,4200,8061,4120,6328,15790,6538,2493,1320,54618
Broccoli,Monsoon,1.14,Sandy,Bihar,545,High,High,Organic,Compost,Ammonium Sulphate,3337,2339,4390,1368,4486,8077,2599,1025,686,28307
Chili,Pre-Kharif,5.12,Sandy,Kerala,448,Low,High,Chemical,Urea,"DAP, Compost",16558,7885,24899,10240,14367,27525,13804,6415,3855,125548
Tomato,Harvest,8.41,Peat,Madhya Pradesh,338,Moderate,Moderate,Chemical,Compost,"Phosphate, Vermicompost, NPK, Compost",29393,18140,36920,16820,24406,42639,22421,6837,7990,205566
Garlic,Summer,1.69,Peat,Maharashtra,338,Moderate,High,Chemical,Vermicompost,"Phosphate, Bone Meal",6119,3314,8055,3380,5136,8568,5511,2030,908,43021
Broccoli,Zaid,7.31,Clay,Gujarat,271,Moderate,High,Organic,Compost,"Lime, Urea, Bio-fertilizers",25950,17639,31426,8772,27815,27734,25636,9116,3830,177918
