N,P,K,temperature,humidity,ph,rainfall,label,state,district,season,irrigation,water_availability,soil_type
109,87,18,29.99,50.25,7.48,295.37,cotton,Maharashtra,Nagpur,winter,river,high,mountain
132,124,161,30.78,38.31,7.44,161.68,cotton,Andhra Pradesh,Visakhapatnam,winter,well,medium,saline
24,36,170,30.79,80.86,7.38,79.46,tomato,Tamil Nadu,Chennai,monsoon,well,high,desert
127,44,198,36.49,46.34,5.3,110.13,onion,Andhra Pradesh,Vijayawada,monsoon,drip,high,desert
21,52,180,25.87,53.29,8.42,51.37,millet,Bihar,Patna,monsoon,drip,high,alluvial
97,88,9,33.85,83.85,5.21,139.19,mustard,Andhra Pradesh,Vijayawada,summer,well,medium,mountain
39,25,191,21.42,98.57,4.88,218.25,maize,Karnataka,Bengaluru,monsoon,groundwater,high,mountain
124,66,163,33.14,59.68,8.63,257.33,sunflower,Punjab,Jalandhar,monsoon,rainfed,low,alluvial
114,100,7,15.09,57.88,9.1,87.24,cotton,Maharashtra,Nagpur,winter,canal,high,mountain
30,67,180,25.04,76.92,5.16,163.41,wheat,Punjab,Ludhiana,winter,canal,high,mountain
32,29,111,32.9,37.7,5.46,270.65,soybean,West Bengal,Kolkata,summer,groundwater,high,mountain
51,140,18,17.93,76.4,8.1,226.1,wheat,Uttar Pradesh,Lucknow,monsoon,well,medium,saline
97,114,167,34.28,78.0,8.0,191.24,sugarcane,Karnataka,Mysuru,winter,sprinkler,high,saline
57,84,70,36.61,56.69,5.51,122.48,sunflower,Andhra Pradesh,Vijayawada,summer,groundwater,medium,peaty
39,107,71,30.02,91.13,5.44,237.46,onion,Tamil Nadu,Madurai,winter,sprinkler,low,peaty
31,138,139,24.92,35.02,8.2,146.5,wheat,Punjab,Ludhiana,summer,rainfed,medium,black
113,22,70,37.26,42.0,5.63,184.21,groundnut,Bihar,Patna,summer,rainfed,high,alluvial
130,126,99,24.61,41.19,5.65,249.63,soybean,West Bengal,Howrah,summer,rainfed,medium,mountain
33,33,198,28.79,82.79,5.92,230.85,onion,Gujarat,Ahmedabad,winter,river,low,laterite
83,55,77,22.41,63.75,6.81,154.52,maize,Bihar,Patna,summer,river,medium,black
62,54,17,25.61,44.7,5.19,94.65,millet,Bihar,Gaya,winter,drip,high,peaty
112,72,196,19.86,41.25,9.41,168.69,wheat,West Bengal,Kolkata,winter,groundwater,medium,red
40,98,69,18.21,36.8,6.67,174.37,groundnut,Andhra Pradesh,Visakhapatnam,winter,canal,low,saline
139,75,155,26.58,68.6,4.71,150.01,cotton,Tamil Nadu,Chennai,winter,sprinkler,high,saline
44,66,176,17.91,38.92,5.07,243.38,maize,Tamil Nadu,Coimbatore,monsoon,groundwater,medium,mountain
61,62,136,19.78,68.97,5.55,226.95,brinjal,Uttar Pradesh,Varanasi,summer,drip,medium,red
6,93,38,27.32,61.93,5.01,141.64,onion,Gujarat,Rajkot,winter,groundwater,low,black
76,132,131,19.04,82.26,5.49,281.3,onion,Andhra Pradesh,Vijayawada,monsoon,river,low,saline
61,25,145,19.33,85.34,7.81,160.18,mustard,Tamil Nadu,Madurai,summer,drip,high,alluvial
85,37,46,17.85,78.9,8.25,66.95,cotton,Tamil Nadu,Chennai,winter,canal,high,desert
96,21,111,19.88,92.42,6.16,251.88,brinjal,Rajasthan,Udaipur,summer,drip,medium,red
91,31,188,22.75,94.42,6.04,143.08,cotton,Gujarat,Ahmedabad,summer,drip,high,saline
68,83,141,34.23,67.28,6.33,196.18,soybean,Karnataka,Hubli,summer,canal,low,peaty
90,12,147,36.68,98.88,4.86,60.29,chilli,Rajasthan,Jodhpur,monsoon,rainfed,high,laterite
76,41,178,23.64,94.52,7.08,76.82,millet,Andhra Pradesh,Visakhapatnam,winter,well,low,desert
86,77,116,35.11,34.99,7.91,222.99,potato,Andhra Pradesh,Vijayawada,summer,drip,high,saline
34,5,14,24.76,36.08,7.67,120.29,rice,Punjab,Amritsar,winter,rainfed,high,laterite
58,93,52,34.59,31.39,8.29,226.17,cotton,Rajasthan,Jodhpur,monsoon,groundwater,medium,red
44,92,195,28.09,85.04,4.65,178.12,wheat,Tamil Nadu,Madurai,winter,drip,low,red
5,96,171,25.76,44.04,8.68,277.17,cotton,Rajasthan,Jodhpur,winter,rainfed,high,alluvial
31,144,44,22.48,89.58,6.4,52.89,onion,Tamil Nadu,Chennai,monsoon,well,medium,mountain
123,79,77,26.62,51.37,5.5,265.56,brinjal,Andhra Pradesh,Visakhapatnam,winter,rainfed,medium,peaty
74,29,130,19.07,83.8,8.04,150.08,cotton,West Bengal,Howrah,winter,sprinkler,low,red
107,56,175,29.92,89.87,4.93,170.19,sugarcane,Bihar,Bhagalpur,monsoon,well,high,alluvial
50,71,115,23.13,44.32,7.17,154.28,tomato,Rajasthan,Udaipur,monsoon,well,low,black
102,36,82,19.66,43.22,8.2,151.97,maize,Punjab,Jalandhar,summer,drip,high,peaty
122,13,192,17.1,70.8,4.96,209.49,soybean,Maharashtra,Pune,summer,well,medium,mountain
69,54,6,26.02,84.75,7.1,145.26,soybean,Punjab,Amritsar,monsoon,river,low,saline
9,59,116,15.46,99.56,6.93,216.22,potato,Karnataka,Hubli,monsoon,canal,high,laterite
96,6,50,15.79,32.25,8.73,287.66,barley,Maharashtra,Pune,monsoon,drip,high,alluvial
71,107,201,24.04,89.43,8.68,71.99,maize,Tamil Nadu,Coimbatore,summer,rainfed,high,alluvial
37,130,138,26.96,94.58,5.57,161.01,brinjal,Maharashtra,Nagpur,monsoon,drip,high,alluvial
64,62,53,30.15,82.22,7.11,124.11,groundnut,Andhra Pradesh,Vijayawada,monsoon,groundwater,low,alluvial
133,97,93,30.24,36.36,8.92,178.51,chilli,Karnataka,Bengaluru,monsoon,canal,high,peaty
59,5,63,33.68,75.0,5.76,147.89,barley,Andhra Pradesh,Visakhapatnam,winter,canal,medium,mountain
79,138,170,21.16,31.59,5.12,291.64,rice,Uttar Pradesh,Lucknow,summer,well,medium,alluvial
3,26,135,26.57,32.67,8.36,240.81,maize,Rajasthan,Jaipur,summer,drip,low,desert
19,104,149,33.91,85.93,5.9,149.54,chilli,Gujarat,Ahmedabad,summer,sprinkler,medium,mountain
118,7,77,39.95,82.62,6.92,170.14,wheat,Andhra Pradesh,Vijayawada,winter,river,high,saline
135,139,101,37.03,83.88,4.85,204.8,wheat,Karnataka,Hubli,monsoon,well,high,saline
36,126,67,21.16,70.29,6.66,172.26,mustard,Bihar,Bhagalpur,monsoon,well,medium,red
18,56,114,26.73,66.04,6.11,91.67,maize,Tamil Nadu,Madurai,summer,rainfed,medium,saline
126,88,166,21.18,68.42,5.95,61.59,cotton,Bihar,Gaya,summer,rainfed,high,desert
39,105,184,29.23,45.56,4.97,79.99,soybean,Punjab,Amritsar,monsoon,drip,medium,red
86,88,103,28.98,45.48,6.67,103.57,wheat,Gujarat,Surat,winter,well,high,mountain
131,55,23,25.06,83.73,5.14,91.14,soybean,Karnataka,Bengaluru,winter,canal,low,saline
32,140,11,18.9,79.25,5.01,74.89,tomato,Tamil Nadu,Madurai,winter,well,low,laterite
92,89,184,37.85,90.86,5.63,124.32,sunflower,Maharashtra,Nagpur,summer,rainfed,medium,black
32,102,76,34.49,85.41,6.08,164.13,brinjal,Maharashtra,Nashik,winter,groundwater,medium,peaty
5,105,32,26.66,37.27,7.06,221.77,soybean,Uttar Pradesh,Kanpur,monsoon,drip,low,peaty
97,92,163,28.98,51.7,7.27,283.62,wheat,Gujarat,Rajkot,monsoon,drip,high,black
71,33,22,21.68,52.35,4.62,59.63,millet,Bihar,Gaya,summer,rainfed,high,desert
83,117,129,39.66,70.92,4.62,114.72,wheat,Gujarat,Surat,winter,rainfed,high,red
82,106,53,26.18,55.15,4.73,230.89,chilli,Rajasthan,Jaipur,winter,river,low,peaty
66,134,144,30.51,37.9,5.22,169.05,rice,Uttar Pradesh,Varanasi,monsoon,river,low,desert
91,37,125,18.73,30.33,5.75,230.09,millet,Andhra Pradesh,Visakhapatnam,summer,groundwater,medium,red
126,17,21,21.45,52.5,5.01,190.74,soybean,Maharashtra,Nagpur,monsoon,groundwater,high,saline
80,132,11,27.28,74.69,9.11,86.56,rice,Karnataka,Mysuru,monsoon,drip,high,red
114,78,167,15.58,89.83,6.49,106.31,barley,Punjab,Jalandhar,summer,well,high,red
90,38,143,21.49,80.34,7.07,76.69,wheat,Tamil Nadu,Madurai,winter,groundwater,medium,red
72,141,194,33.51,87.03,8.27,230.67,tomato,Uttar Pradesh,Varanasi,summer,rainfed,high,peaty
91,75,38,27.72,73.15,5.25,215.12,sunflower,Punjab,Ludhiana,winter,canal,medium,saline
26,99,152,21.25,75.17,4.62,67.33,cotton,Gujarat,Rajkot,summer,canal,low,alluvial
126,15,189,33.42,34.0,5.72,97.08,wheat,Rajasthan,Udaipur,winter,canal,low,mountain
15,73,115,15.73,30.04,7.32,270.97,mustard,Tamil Nadu,Coimbatore,monsoon,rainfed,low,peaty
113,96,42,20.1,49.93,6.0,297.28,groundnut,Tamil Nadu,Coimbatore,monsoon,groundwater,medium,black
66,67,103,16.83,80.17,8.78,144.61,mustard,Punjab,Ludhiana,winter,drip,high,red
70,53,69,26.2,54.75,5.19,63.81,rice,Bihar,Gaya,monsoon,river,medium,peaty
26,111,39,32.85,87.5,7.25,53.97,onion,Uttar Pradesh,Lucknow,summer,canal,medium,red
128,128,204,22.65,59.01,8.35,242.41,brinjal,West Bengal,Howrah,monsoon,drip,high,red
13,61,25,33.23,96.5,4.92,120.72,chilli,Uttar Pradesh,Lucknow,monsoon,river,medium,red
27,31,150,36.1,38.6,6.91,215.98,rice,West Bengal,Darjeeling,summer,drip,low,laterite
88,139,132,26.69,44.17,8.22,258.74,tomato,West Bengal,Darjeeling,monsoon,river,low,peaty
65,118,29,26.72,41.86,9.39,83.42,sunflower,Uttar Pradesh,Varanasi,summer,canal,high,saline
138,126,75,30.58,48.31,5.14,189.25,potato,Maharashtra,Nashik,summer,groundwater,high,peaty
54,111,79,24.32,87.54,7.15,90.38,barley,Gujarat,Surat,summer,rainfed,medium,mountain
33,88,151,26.45,33.63,6.01,119.64,tomato,West Bengal,Kolkata,winter,rainfed,low,mountain
73,95,96,32.03,77.26,4.55,89.29,tomato,Uttar Pradesh,Kanpur,monsoon,groundwater,high,black
57,49,92,33.43,84.67,5.24,172.31,brinjal,Gujarat,Surat,summer,sprinkler,low,desert
2,56,17,23.12,94.44,6.35,298.02,groundnut,Andhra Pradesh,Visakhapatnam,summer,groundwater,medium,laterite
15,43,113,31.62,54.09,6.92,96.79,brinjal,Maharashtra,Nagpur,monsoon,well,medium,alluvial
0,67,160,35.64,71.2,6.56,266.7,sunflower,Andhra Pradesh,Guntur,summer,sprinkler,medium,laterite
4,74,201,17.05,73.5,4.66,269.44,barley,Gujarat,Rajkot,monsoon,groundwater,high,red
106,23,88,17.0,82.84,5.3,297.8,barley,West Bengal,Kolkata,summer,river,high,laterite
66,61,123,30.96,31.05,6.91,271.01,millet,Andhra Pradesh,Vijayawada,winter,river,low,black
61,12,79,36.61,96.66,7.2,193.17,cotton,Bihar,Gaya,winter,river,medium,alluvial
10,145,97,23.22,58.56,7.1,265.79,groundnut,West Bengal,Darjeeling,monsoon,river,medium,laterite
88,117,41,16.78,85.4,6.18,119.2,chilli,Rajasthan,Jaipur,monsoon,drip,medium,saline
14,8,106,29.35,41.05,8.47,261.65,mustard,Karnataka,Bengaluru,monsoon,groundwater,medium,alluvial
129,56,51,39.26,63.55,9.01,107.28,potato,West Bengal,Kolkata,summer,sprinkler,medium,peaty
72,34,176,33.07,73.51,8.03,153.47,maize,West Bengal,Darjeeling,monsoon,canal,high,laterite
58,6,57,34.88,45.92,6.28,161.71,groundnut,Bihar,Patna,winter,sprinkler,low,desert
2,17,119,33.72,81.61,4.56,290.17,groundnut,West Bengal,Darjeeling,winter,canal,high,saline
76,128,202,21.1,38.41,6.68,194.04,tomato,Gujarat,Rajkot,summer,well,low,laterite
90,137,128,20.47,35.44,9.45,187.52,rice,Tamil Nadu,Madurai,winter,sprinkler,high,desert
79,46,104,16.24,68.7,5.12,288.39,brinjal,Gujarat,Ahmedabad,monsoon,groundwater,low,mountain
75,21,49,24.31,58.84,5.63,98.6,cotton,Tamil Nadu,Madurai,monsoon,river,low,laterite
57,26,194,16.08,67.73,9.03,255.8,brinjal,Rajasthan,Udaipur,summer,river,medium,desert
83,20,15,27.39,62.39,7.68,66.98,soybean,Maharashtra,Nagpur,monsoon,canal,medium,laterite
82,71,166,26.67,56.6,6.76,206.27,wheat,Bihar,Gaya,winter,well,medium,mountain
46,27,6,36.14,51.46,8.93,154.37,groundnut,Andhra Pradesh,Vijayawada,monsoon,rainfed,low,desert
1,102,101,21.37,85.95,9.16,54.08,millet,Punjab,Amritsar,monsoon,canal,medium,red
91,30,49,36.41,72.46,4.64,172.4,wheat,Punjab,Jalandhar,summer,well,low,laterite
24,91,156,29.75,36.15,4.65,286.72,wheat,Maharashtra,Pune,winter,canal,low,black
103,125,16,33.69,42.15,6.12,235.91,rice,Uttar Pradesh,Kanpur,winter,groundwater,low,mountain
20,19,6,36.1,81.59,6.11,261.66,millet,Bihar,Bhagalpur,winter,river,medium,saline
97,40,153,28.81,94.19,5.66,290.23,barley,Bihar,Gaya,monsoon,drip,high,red
13,68,32,23.07,66.7,5.08,263.81,sugarcane,Tamil Nadu,Coimbatore,summer,canal,medium,red
71,19,194,17.52,95.21,6.04,278.94,groundnut,Punjab,Ludhiana,monsoon,groundwater,medium,laterite
8,78,49,36.46,77.6,6.14,248.53,barley,Punjab,Jalandhar,monsoon,sprinkler,high,laterite
21,45,202,18.42,76.15,8.27,122.35,sunflower,Tamil Nadu,Chennai,monsoon,canal,low,desert
10,126,86,39.07,92.11,5.65,164.21,brinjal,Punjab,Jalandhar,winter,well,high,alluvial
132,67,83,28.01,53.47,5.18,280.09,barley,Tamil Nadu,Coimbatore,winter,canal,high,peaty
45,143,65,29.64,81.24,8.29,265.14,brinjal,West Bengal,Howrah,winter,rainfed,medium,black
63,53,45,17.09,54.48,5.29,242.41,brinjal,Andhra Pradesh,Visakhapatnam,monsoon,rainfed,high,mountain
41,110,92,18.27,88.75,6.94,208.6,maize,Gujarat,Rajkot,monsoon,groundwater,low,laterite
83,108,8,31.05,84.8,5.35,256.5,cotton,Rajasthan,Jodhpur,summer,canal,low,black
46,110,107,38.77,44.93,7.2,136.91,cotton,Uttar Pradesh,Kanpur,monsoon,groundwater,high,black
39,93,136,29.89,88.29,9.3,187.6,chilli,Rajasthan,Udaipur,winter,groundwater,high,saline
76,141,45,17.5,59.22,4.94,167.9,groundnut,Bihar,Patna,summer,drip,medium,red
84,117,192,26.27,55.8,4.84,197.09,barley,Gujarat,Rajkot,summer,well,low,black
53,113,203,21.11,42.17,7.73,80.95,millet,Maharashtra,Pune,monsoon,groundwater,high,laterite
139,126,47,25.79,67.15,8.8,258.07,groundnut,West Bengal,Howrah,monsoon,drip,high,peaty
130,113,54,36.78,96.97,6.09,168.1,potato,Karnataka,Bengaluru,summer,river,medium,desert
135,69,176,23.92,84.34,8.0,161.45,cotton,Punjab,Amritsar,winter,groundwater,medium,alluvial
28,86,120,22.59,35.68,6.2,191.81,cotton,Maharashtra,Pune,winter,river,low,saline
7,138,194,22.26,71.97,7.02,279.06,barley,Karnataka,Bengaluru,summer,groundwater,low,black
119,43,6,22.19,68.81,6.76,110.3,brinjal,Uttar Pradesh,Kanpur,summer,drip,medium,laterite
44,12,87,23.9,80.39,6.19,74.14,wheat,Maharashtra,Pune,summer,sprinkler,high,desert
8,39,147,26.24,55.4,5.53,260.53,brinjal,Maharashtra,Pune,summer,canal,low,laterite
124,83,80,16.27,52.56,5.7,260.8,maize,West Bengal,Howrah,monsoon,drip,medium,black
139,84,198,20.38,81.45,5.93,288.98,millet,Tamil Nadu,Chennai,monsoon,canal,low,alluvial
69,29,108,32.69,42.46,9.19,92.35,brinjal,Gujarat,Ahmedabad,summer,groundwater,medium,peaty
140,23,190,17.59,56.54,7.49,172.18,wheat,Karnataka,Mysuru,monsoon,groundwater,low,desert
24,91,180,32.9,90.93,8.86,65.82,barley,Gujarat,Rajkot,summer,groundwater,low,mountain
131,120,185,32.41,68.43,7.52,157.71,millet,West Bengal,Kolkata,monsoon,canal,high,saline
114,31,133,27.88,31.45,7.96,165.48,maize,Uttar Pradesh,Varanasi,summer,canal,high,laterite
100,27,6,28.03,44.26,8.79,278.67,wheat,Andhra Pradesh,Vijayawada,summer,groundwater,medium,peaty
91,25,62,16.68,47.35,8.52,103.57,sugarcane,Tamil Nadu,Coimbatore,winter,groundwater,medium,alluvial
135,80,24,34.03,59.47,5.5,221.91,barley,Punjab,Amritsar,winter,river,high,saline
109,132,104,24.73,99.96,9.3,64.82,wheat,Rajasthan,Udaipur,monsoon,well,low,red
73,129,49,28.96,63.57,7.82,50.63,rice,Rajasthan,Jaipur,winter,well,low,red
0,80,51,39.35,95.5,5.13,286.45,millet,Andhra Pradesh,Vijayawada,monsoon,well,high,mountain
99,26,179,36.65,52.5,8.48,252.21,mustard,Punjab,Ludhiana,winter,groundwater,low,laterite
66,135,78,26.14,47.07,8.06,62.9,tomato,West Bengal,Kolkata,winter,groundwater,low,saline
95,134,35,36.51,84.61,9.13,279.73,maize,Rajasthan,Jodhpur,summer,canal,high,peaty
52,14,205,33.94,83.3,6.67,115.82,soybean,Uttar Pradesh,Kanpur,summer,canal,low,laterite
12,42,39,29.41,70.55,7.64,225.16,tomato,West Bengal,Darjeeling,winter,groundwater,medium,red
118,95,108,35.56,84.86,5.89,114.96,barley,Uttar Pradesh,Varanasi,summer,drip,high,saline
109,77,72,16.2,33.33,8.49,283.83,potato,Tamil Nadu,Chennai,summer,groundwater,low,red
2,75,87,17.02,60.6,9.1,187.0,sugarcane,West Bengal,Kolkata,summer,well,low,saline
68,32,146,32.98,53.13,4.74,94.73,groundnut,Rajasthan,Udaipur,monsoon,river,high,saline
102,42,125,27.7,67.77,6.78,210.99,barley,West Bengal,Darjeeling,summer,groundwater,low,saline
125,127,41,33.0,59.16,7.8,81.31,groundnut,Bihar,Patna,summer,river,medium,peaty
95,25,152,30.82,79.8,8.73,114.37,mustard,Rajasthan,Jaipur,monsoon,canal,high,laterite
64,17,56,32.4,83.17,9.14,280.9,maize,Andhra Pradesh,Visakhapatnam,winter,rainfed,medium,desert
64,76,68,33.53,88.6,7.49,208.33,tomato,Gujarat,Ahmedabad,monsoon,canal,medium,peaty
28,121,172,25.18,71.21,7.77,192.31,tomato,Bihar,Bhagalpur,winter,canal,low,desert
114,65,116,31.95,87.87,6.44,290.52,barley,West Bengal,Darjeeling,monsoon,rainfed,medium,red
126,77,179,32.92,44.54,4.84,217.04,chilli,West Bengal,Howrah,summer,groundwater,high,black
80,101,108,17.02,31.81,8.31,272.01,groundnut,Karnataka,Bengaluru,winter,drip,medium,alluvial
98,79,12,38.56,37.25,6.28,75.72,sunflower,Tamil Nadu,Coimbatore,monsoon,groundwater,medium,peaty
69,78,75,20.17,54.68,8.85,185.72,sugarcane,West Bengal,Kolkata,winter,canal,low,red
81,138,134,20.49,68.22,6.37,251.95,barley,Rajasthan,Udaipur,winter,groundwater,medium,saline
41,57,114,30.06,81.95,8.3,56.5,millet,Punjab,Jalandhar,winter,rainfed,high,red
54,97,10,27.59,38.23,9.22,194.95,brinjal,Gujarat,Surat,monsoon,river,low,saline
82,116,147,25.93,76.64,4.85,258.32,soybean,Karnataka,Bengaluru,winter,drip,high,saline
22,35,13,16.49,48.48,7.69,293.82,onion,West Bengal,Kolkata,monsoon,rainfed,high,desert
75,75,199,33.16,50.79,5.33,188.95,soybean,West Bengal,Howrah,summer,sprinkler,low,peaty
3,116,24,38.36,73.42,8.15,153.18,rice,Karnataka,Mysuru,monsoon,groundwater,high,alluvial
2,70,120,17.26,70.91,5.5,146.25,cotton,Maharashtra,Nashik,winter,sprinkler,low,alluvial
51,5,146,20.21,45.99,5.74,69.1,maize,Maharashtra,Nagpur,monsoon,drip,high,alluvial
56,9,87,37.86,39.45,7.91,211.65,millet,Tamil Nadu,Chennai,winter,sprinkler,high,black
108,5,82,25.0,37.16,6.27,215.72,sunflower,Andhra Pradesh,Visakhapatnam,winter,well,low,alluvial
125,43,167,27.21,83.16,7.64,96.51,wheat,West Bengal,Kolkata,monsoon,sprinkler,medium,mountain
62,82,53,24.9,71.56,5.13,219.81,potato,Bihar,Patna,winter,sprinkler,low,saline
75,70,164,21.53,99.98,8.38,260.13,potato,Maharashtra,Pune,summer,river,high,saline
118,77,153,38.81,86.31,7.86,217.38,potato,Bihar,Bhagalpur,monsoon,river,low,peaty
140,38,67,33.13,64.85,7.76,152.81,rice,Uttar Pradesh,Lucknow,winter,groundwater,high,desert
128,59,172,31.06,70.79,6.42,229.04,sunflower,West Bengal,Darjeeling,summer,well,medium,red
103,112,90,15.01,43.56,8.6,299.08,sunflower,Karnataka,Mysuru,winter,well,medium,mountain
30,72,158,31.98,77.23,5.21,217.6,millet,Andhra Pradesh,Vijayawada,monsoon,well,medium,black
120,42,39,21.37,50.58,5.93,136.33,groundnut,Tamil Nadu,Madurai,summer,drip,low,desert
30,9,57,36.85,61.57,8.56,71.38,mustard,Maharashtra,Nagpur,winter,well,low,desert
67,128,196,22.73,48.84,5.95,111.77,mustard,Gujarat,Ahmedabad,summer,groundwater,low,black
105,120,135,20.1,91.2,7.4,153.83,mustard,Rajasthan,Jaipur,winter,rainfed,low,laterite
119,140,105,20.3,76.18,8.68,197.28,chilli,West Bengal,Darjeeling,monsoon,river,high,black
106,34,91,23.75,81.4,5.99,219.26,barley,Gujarat,Surat,summer,groundwater,high,black
111,42,187,18.44,36.61,4.64,246.95,tomato,Karnataka,Bengaluru,summer,well,medium,peaty
129,97,74,36.9,42.17,6.91,277.36,tomato,Gujarat,Surat,winter,rainfed,medium,mountain
40,135,10,27.52,67.74,4.9,287.77,soybean,Punjab,Amritsar,monsoon,sprinkler,medium,mountain
95,101,74,17.99,59.17,8.56,71.13,potato,Gujarat,Rajkot,monsoon,canal,high,desert
93,26,50,27.8,99.32,6.13,295.19,chilli,Maharashtra,Pune,monsoon,sprinkler,medium,desert
69,65,8,29.76,69.72,9.05,187.94,tomato,Rajasthan,Jaipur,winter,rainfed,low,black
23,37,156,35.8,91.49,9.17,68.64,soybean,West Bengal,Kolkata,winter,well,low,laterite
74,99,105,34.15,57.5,8.95,290.86,barley,Punjab,Amritsar,winter,sprinkler,low,peaty
32,23,48,32.16,83.23,5.13,253.05,rice,Punjab,Amritsar,monsoon,river,medium,alluvial
22,130,152,21.53,38.44,8.66,227.09,tomato,Karnataka,Bengaluru,summer,rainfed,high,red
39,106,190,25.24,38.23,4.64,76.99,tomato,Punjab,Jalandhar,monsoon,river,low,peaty
31,105,15,25.46,57.15,7.84,149.26,tomato,Karnataka,Bengaluru,winter,sprinkler,low,desert
86,116,97,18.04,81.99,5.67,83.22,chilli,Rajasthan,Udaipur,summer,rainfed,medium,saline
33,143,158,30.22,32.11,9.02,250.09,brinjal,Uttar Pradesh,Varanasi,monsoon,groundwater,medium,laterite
4,107,108,24.2,66.4,4.79,139.31,soybean,Punjab,Ludhiana,winter,drip,low,black
95,52,140,38.03,62.49,5.91,203.68,chilli,Maharashtra,Pune,monsoon,well,low,alluvial
26,135,98,24.08,40.37,4.81,108.56,tomato,Uttar Pradesh,Kanpur,monsoon,well,low,red
23,132,30,35.27,83.46,8.27,287.39,wheat,Rajasthan,Udaipur,summer,well,low,saline
36,72,117,37.47,81.94,6.49,249.32,tomato,Gujarat,Rajkot,winter,river,low,peaty
22,49,49,29.44,48.79,8.2,243.96,millet,Andhra Pradesh,Visakhapatnam,winter,river,medium,saline
7,113,102,34.8,51.28,5.92,267.02,onion,West Bengal,Howrah,winter,groundwater,low,desert
88,119,74,35.59,59.82,8.06,299.89,onion,Andhra Pradesh,Guntur,winter,river,low,laterite
101,9,173,33.42,97.8,6.4,279.2,cotton,Karnataka,Hubli,summer,river,low,black
51,10,169,35.46,50.57,7.93,154.48,mustard,Bihar,Gaya,winter,canal,low,peaty
128,81,41,29.22,71.88,5.18,76.31,tomato,West Bengal,Darjeeling,winter,sprinkler,low,red
19,144,102,32.41,94.52,5.23,211.33,onion,West Bengal,Kolkata,monsoon,groundwater,medium,laterite
73,83,76,19.37,41.17,8.11,180.09,tomato,Uttar Pradesh,Lucknow,winter,sprinkler,high,mountain
95,94,118,32.99,66.48,4.54,63.37,wheat,Uttar Pradesh,Varanasi,monsoon,sprinkler,low,alluvial
54,56,109,30.03,37.03,5.41,64.38,barley,Maharashtra,Pune,monsoon,rainfed,low,black
69,89,157,18.28,49.22,9.19,140.45,chilli,Uttar Pradesh,Varanasi,winter,drip,low,laterite
48,85,130,19.06,66.48,4.83,217.12,chilli,Punjab,Amritsar,winter,canal,medium,saline
99,75,41,26.91,55.91,4.81,156.25,mustard,Maharashtra,Nashik,monsoon,rainfed,low,saline
52,115,96,33.04,32.41,6.91,272.43,sunflower,Uttar Pradesh,Varanasi,monsoon,canal,low,peaty
16,22,165,31.87,34.45,7.15,199.25,soybean,Punjab,Amritsar,monsoon,well,high,alluvial
75,135,203,17.96,93.38,7.3,192.74,potato,Punjab,Ludhiana,summer,groundwater,high,laterite
78,51,66,33.59,69.88,6.38,93.5,maize,Bihar,Gaya,summer,groundwater,medium,alluvial
18,64,204,34.23,84.81,6.99,128.58,wheat,Rajasthan,Jodhpur,summer,groundwater,low,mountain
54,24,41,32.36,64.58,5.95,286.04,onion,Punjab,Ludhiana,monsoon,drip,medium,mountain
17,94,193,36.57,73.87,6.16,118.11,cotton,Andhra Pradesh,Visakhapatnam,monsoon,drip,high,mountain
57,107,184,21.7,41.15,7.17,183.12,chilli,Punjab,Jalandhar,summer,groundwater,low,mountain
38,121,91,18.47,94.18,5.02,52.56,onion,Bihar,Patna,monsoon,groundwater,low,saline
78,130,47,27.24,91.96,8.69,78.16,sunflower,Andhra Pradesh,Guntur,summer,river,low,saline
89,143,153,30.66,77.79,6.08,99.76,barley,Maharashtra,Nashik,winter,rainfed,high,peaty
43,35,135,22.27,40.79,6.12,109.02,chilli,Rajasthan,Udaipur,winter,groundwater,medium,red
